marca,produto,preco_velho_reais,preco_velho_centavos,preco_atual_reais,preco_atual_centavos,nota_avaliacao,num_avaliacoes,_fonte,_site,_data_coleta,_pagina,_ordem
,Tênis Masculino Esportivo Advanced Academia Leve Macio Nl352,209,90,126,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,15
OLYMPIKUS,Tênis Olympikus Challenger 4 Unissex,,,199,99,4.8,(8),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,16
ASICS,Asics Gel-Sparta 2 Masculino Adultos,,,305,,5.0,(4),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,17
OLYMPIKUS,Olympikus Casual Urbano Ast Masculino Adultos,,,179,,4.5,(10),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,18
ALLSTAR,Queimão 2 Pares Tenis Bota Botinha All Chuck Taylor Star Top,,,219,80,4.6,(14),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,19
,Tênis Masculino Tn 01 Plus Lançamento Envio Ja Oferta,,,108,26,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,20
OLYMPIKUS,Tênis Olympikus Poseidon Unissex,,,149,99,4.7,(13),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,21
,Tênis 33y New Fashion Pro Original (preto),,,189,99,4.6,(26),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,22
GENERIC,Tênis Macio Confortável Yeezys 350 Promoção,,,279,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,23
MIZUNO,Tênis Mizuno Wave Creation 20 Academia,,,229,90,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,24
UNDER ARMOUR,Under Armour Buzzer Masculino Adultos,,,499,99,4.5,(917),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,25
,Tênis Okley Na Promoção Bravo 2.0 Resistente Confortável,,,99,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,26
OLYMPIKUS,Olympikus Difuse 2 Sem gênero Adultos,250,,97,50,3.8,(23),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,27
OLYMPIKUS,Tênis Olympikus Diffuse 4 Unissex,,,169,99,4.7,(49),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,28
TITANIUM,Tênis Pro 8 Wave Unissex Refletivo Novo Urbano Esporte ,,,499,39,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,29
MIZUNO,Combo 2 Tenis Unissex  34 Ao 44  Creation 20 Queima Estoque,398,99,239,40,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,30
,Tênis Bota Botinha Academia Treino Crossfit Luta Musculação,,,89,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,31
,Tênis Para Corrida Olimpikus Veloz Caminhada Crossfit,99,90,94,90,4.3,(120),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,32
MIZUNO,Tênis Masc Mizun Pro X 10,,,239,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,33
,Tênis Corrida Bolha Plus 3 Tn Muito Leve Novo Cr7 Mes,,,118,26,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,34
UNDER ARMOUR,Tênis De Corrida Unissex Under Armour Charged Quicker,,,399,99,4.9,(28),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,35
,Tênis Pro 8 Wave Unissex Refletivo Esportivo Novo Caixa New,,,509,39,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,36
,Tenis Masculino Confortável Com Amortecimento 12 Molas,,,74,90,3.9,(40),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,37
,Tênis Esportivo Masculino Vorax Ultra Leve Para Caminhada,,,118,,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,38
SKECHERS,Tênis Skechers D'lux Walker Scrambler,,,575,80,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,39
FILA,Tênis Fila Float Maxxi 2 Pro - Original + Nota Fiscal,,,759,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,40
MIZUNO,Tênis Esportivo Pro 7 Wave Prophecy Preto Academia Corrida,,,289,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,41
A7,Tênis A7 Para Corrida Treinos Academia Leve E Macio Promoção,,,89,90,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,42
,Tênis Okley Na Promoção Bravo 2.0 Resistente Confortável,,,99,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,43
MIZUNO,Tênis Masculino Mizuno Wave Creation 24 Wk,,,529,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,44
,Tênis Masculino Academia Corrida Confort Super Leve Promoção,,,79,99,5.0,(2),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,45
CAT,Tênis Masculino Caterpillar Fly Corrida Esportivo Barato,,,170,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,46
,Tênis Macio Confortável Ultrarange Rapidweld Promocao,,,154,99,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,47
MIZUNO,Tênis Amortecedores Funcionais Miz Flor De Lótus,,,239,99,,,https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,48
OLYMPIKUS,Tenis Masculino Olympikus Cyber 3,,,249,90,4.9,(79),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,49
,Tênis New Balance 997s Unissex Cinza-branco Lançamento 2023,,,209,90,3.8,(30),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,50
OUTROS,Tenis Infantil De Led Divertido Batman Relogio + Oculos,,,49,90,5.0,(5),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,51
OLYMPIKUS,Tenis Juvenil Infantil E Adulto Com Melhor Preço Envio 24h,119,99,103,55,4.4,(27),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,52
EVER WAY,Tênis Confortável Caminhada Academia Fitness Leve Macio Ever,,,59,90,5.0,(1),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,53
NEW BALANCE,Tênis Masculino New Balance 247 Luxe Lançamento Leve Macio,333,33,139,99,4.6,(7),https://lista.mercadolivre.com.br/tenis-corrida-masculino,MERCADO LIVRE,2024-08-12 16:00:58.270827-03:00,10,54
